OpenCart ID,Product Name,Base Price (INR),Special Price (INR),Discount %,Price in Paise
298,"Nelkon Swera 3 Ltr Induction Bottom Pressure Cooker &amp; Pressure Pan (Stainless Steel)",2522.32,1293.75,49,252232
299,"Pigeon Croma Galaxy Stainless Steel Double Walled Leak Proof Thermos Flask 800 ml (Black)",927.96,656.77,29,92796
300,"Pigeon Croma Olive Stainless Steel Double Walled Leak Proof Thermos Flask 800 ml (Green)",927.96,656.77,29,92796
301,"Pigeon Croma Navy Stainless Steel Double Walled Leak Proof Thermos Flask 800 ml (Blue)",927.96,656.77,29,92796
302,"Pigeon Glory 550 Watt Mixer Grinder with 3 Stainless Steel Jars for Dry Grinding, Wet Grinding and Making Chutney, White &amp; Blue",2809.32,1796.61,36,280932
303,"Pigeon T Blaze Rechargeable LED Reading Lamps with Flicker-Free USB Charging Touch 3 Stage dimming, White,Medium,Pack of 1",1097.45,745.76,32,109745
304,"OWEG Coffee Maker",50,,0,5000
305,"Nelkon Zeon Series Impact Bonded Flat Kadai - 20 CM",1406.25,686.6,51,140625
306,"Pigeon Star Combi Aluminium Pressure Cooker with Nonstick Fry Pan and Tawa 8 L Pressure Cooker (Aluminium)",3566.96,1945.53,45,356696
307,"Pigeon Spark 1.2 ltr double walled kettle,Stainless Steel interior-Cool touch outer body with keep warm feature(black, 1500 watts)",1563.55,804.23,49,156355
308,"Pigeon Croma Azure Bottle 600 ml + Frontech Multi-Media Headphone",1478.81,888.98,40,147881
309,"Frontech FT-1692 Wired Keyboard And Optical Wired Mouse Combo USB Receiver + Frontech Jil 0821 4 Port USB Hub",699.15,465.25,33,69915
310,"Secureye SMPS 12V 5 A Power Supply for 4Channel CCTV + Secureye SMPS 12V 10 A Power Supply for 8Channel CCTV",3472.88,846.61,76,347288
311,"Pigeon 2 Slice Auto Pop Up Toaster 750 Watt + Pigeon Mini Handy with 3 Blades,Green,400 Ml",1728.81,974.57,44,172881
312,"Pigeon USB Rechargeable Blender,330 Ml + Frontech 10000MAH Polymer Battery Power Bank ,Black",2707.62,1185.59,56,270762
313,"Pigeon Copper Coil Rapido Cute Induction Cooktop + Pigeon Spark 1.2 Ltr Double Walled Kettle,1500 Watts",4271.18,2244.91,47,427118
314,"Maharaja Jazz 1000 W Dry Iron + Syska 12 W Standard B22 LED Bulb",1050,634.74,40,105000
315,"Pigeon Croma Coral Thermos Flask 600 Ml + Pigeon Tiffin Box Warm And Fresh Stainless Steel Insulated",1432.2,846.61,41,143220
316,"Pigeon Steelo Multipurpose Stainless Steel Kadai 5L, 280mm with Stainless Base",3209.82,1472.32,54,320982
317,"Frontech Multimedia Speaker SW-0036 + Frontech 3 Watt Mono Channel USB Speaker SW -0039",1186.44,465.25,61,118644
318,"Pigeon Lunch Box Nutri Fresh Stainless Steel Insulated Tiffin Box Pack of 3,Blue",931.35,491.52,47,93135
319,"Crompton High Speed Torpedo 400-MM Wall Fan(Black,Yellow)",3388.98,2372.03,30,338898
320,"Crompton High Flo Neo 400 mm 3 Blade Wall Fan(KD White,Pack of 1)",3134.74,2236.44,29,313474
321,"Crompton Hiflo Neo 16-Inch Table Fan 400mm (KD,White)",2668.64,2220.33,17,266864
322,"Crompton High Speed Torpedo 400-MM 125 Watts Table Fan (KD,White)",3304.23,2202.54,33,330423
323,"Crompton Surebreeze Ceiling Fan for Home 400 Rpm High Speed 1200Mm,Brown(48 Inch)Pack Of 1",4669.49,1863.55,60,466949
324,"Crompton Windstar Farrata 20-inch 160 Pedestal Fan(White,Grey)",5168.64,3372.88,35,516864
325,"Crompton Laser Ray Neo LED Tube Light (20watt,Cool Day Light-CDL)",508.47,203.38,60,50847
326,"Crompton Dyna Ray 12W Round B22 LED Warm White Pack of 1",237.28,151.69,36,23728
327,"Crompton 14W B22 LED Bulb,Pack of 1",262.71,227.96,13,26271
328,"Crompton 18W B22 LED Bulb,Pack of 1",330.5,244.91,26,33050
329,"Crompton Questa Mixer Grinder 500 W (3 Jars, Red &amp; White)",2966.1,1982.2,33,296610
330,"Crompton Ameo Neo 750-Watt Mixer Grinder with MaxGrind and Motor Vent-X Technology(3 Stainless Steel Jars,Black &amp; Green)",5169.49,2944.91,43,516949
331,"RJ Denim Men Regular Mid Rise Light Blue Jeans (RJD198_36)",3050,982.14,68,305000
333,"RJ Denim  Men Regular Mid Rise Blue Jeans (RJD188_34)",3213.39,982.14,69,321339
334,"RJ Denim Men Regular Mid Rise Grey Jeans ( RJD183)",3302.67,1156.25,65,330267
335,"Pigeon fresh Automatic Electric 1000 W Dry Iron (Maroon, White)",927.96,432.2,53,92796
336,"RJ Denim  Men Regular Mid Rise Blue Jeans (RJD175_32)",3213.39,1157.14,64,321339
337,"RJ Denim Men Regular Mid Rise Grey Jeans (RJD144_32)",3142.05,951.05,70,314205
338,"RJ Denim Regular Men Blue Jeans (RJD195_30)",3213.39,982.14,69,321339
339,"RJ Denim Regular Men Black Jeans (RJD190_34)",3213.39,982.14,69,321339
340,"RJ Denim Regular Men Blue Jeans (RJD188_30)",3213.39,982.14,69,321339
341,"RJ Denim Regular Men Blue Jeans (RJD170_36)",3213.39,982.14,69,321339
342,"RJ DENIM Regular Men Blue Jeans (RJD188_32)",3213.39,982.14,69,321339
343,"RJ Denim Regular Men Grey Jeans (RJD184_32)",3302.67,982.14,70,330267
344,"RJ Denim Regular Men Blue Jeans (RJD197_30)",3213.39,982.14,69,321339
345,"RJ Denim Regular Men Blue Jeans (RJD177_34)",3213.39,1157.14,64,321339
346,"RJ Denim Regular Men Black Jeans (RJD202_32)",2999,990,67,299900
347,"RJ Denim Regular Men Blue Jeans (RJD195_40)",3050,982.14,68,305000
348,"RJ Denim Regular Men Blue Jeans (RJD192_38)",3213.39,982.14,69,321339
349,"RJ Denim Regular Men Blue Jeans (RJD206_30)",3599,999,72,359900
350,"RJ Denim Regular Men Black Jeans (RJD189_40)",2945.53,982.14,67,294553
351,"RJ Denim Regular Men Blue Jeans (RJD195_34)",3213.39,982.14,69,321339
352,"RJ Denim Regular Men Green Jeans (RJD209_44)",3213.39,1124.1,65,321339
353,"RJ Denim Regular Men Beige Jeans (RJD204_32)",3213.39,1060.71,67,321339
354,"RJ Denim Regular Men Beige Jeans (RJD205_34)",3213.39,1060.71,67,321339
355,"RJ Denim Regular Men Blue Jeans (RJD192)",3213.39,982.14,69,321339
356,"RJ Denim Regular Men Blue Jeans (RJD193_48)",3213.39,982.14,69,321339
357,"RJ Denim Regular Men Blue Jeans (RJD195)",3213.39,982.14,69,321339
358,"RJ Denim Regular Men Blue Jeans (RJD172_36)",3599,999,72,359900
359,"RJ Denim Regular Men Black Jeans (RJD213_46)",3213.39,1124.1,65,321339
360,"RJ Denim Regular Men Black Jeans (RJD189_30)",2945.53,982.14,67,294553
361,"RJ DENIM Regular Men Beige Jeans (RJD167_34)",3599,999,72,359900
362,"Pigeon X cord Flex Box Two Pin Plug  (White, Grey)",423.72,254.23,40,42372
363,"RJ Denim Regular Men Blue Jeans (RJD180_30)",3178.57,1125,65,317857
364,"RJ Denim Regular Men Black Jeans (RJD146)",3124.1,1249.1,60,312410
365,"RJ Denim Regular Men Black Jeans (RJD147)",3124.1,1186.6,62,312410
366,"RJ Denim Regular Men Blue Jeans (RJD148)",2766.96,999.1,64,276696
367,"RJ Denim Regular Men Brown Jeans (RJD152)",3124.1,1249.1,60,312410
368,"RJ Denim Regular Men Green Jeans (RJD155)",3332.38,951.42,71,333238
369,"Crompton Greaves Flux Air 3 Blade 225mm Exhaust Fan (9-inch, Grey) For Kitchen, Bathroom and Office",1609.32,1516.94,6,160932
370,"Men Regular Mid Rise Dark Blue Jeans (RJD225)",3213.39,1125,65,321339
371,"Men Regular Mid Rise Blue Jeans (RJD226)",3213.39,1060.71,67,321339
372,"Men Regular Mid Rise Blue Jeans (RJD203)",3213.39,1060.71,67,321339
373,"Men Regular Mid Rise Blue Jeans (RJD210)",3427.61,951.42,72,342761
374,"Pigeon Steam Iron 1600 Watts with Spray, Blue",1351.69,750,45,135169
375,"Pigeon Steam Iron 1600 Watts with Spray, Green",1351.69,761.86,44,135169
376,"Pigeon Panini Sandwich Griller with Non Stick Plates, 850 Watt, Black",2199.15,1127.11,49,219915
377,"Pigeon Multi Purpose Kitchen Scissors",419.49,83.89,80,41949
378,"Crompton Instaserve 1500 W Induction Cooktop",2966.1,1898.3,36,296610
379,"Pigeon 3 in 1 Snack Maker with Detachable Plates for Toast/Waffle/Grill, 750 Watt, Black",3046.61,1694.06,44,304661
380,"Pigeon Handheld Garment Steamer 1200 watts, Vertical and Horizontal Steaming, 200 ml Water Tank Capacity(Pink)",1944.91,974.57,50,194491
381,"Pigeon Storm Nonstick Aluminum Fry Pan,24cm(Red)",888.39,668.75,25,88839
382,"Pigeon Storm Nonstick Aluminium Fry Pan,26cm(Red)",1156.25,915.17,21,115625
383,"Pigeon Handheld Garment Steamer 1200 watts, Vertical and Horizontal Steaming, 200 ml Water Tank Capacity (Blue)",1944.91,1228.81,37,194491
384,"Crompton High Speed Toro Antidust 1200 mm (48 inch)Ceiling Fan(Birken Effect)1 Starffect",3855.08,2507.62,35,385508
385,"Crompton High Speed Toro Antidust 1200 mm(48 inch)Ceiling Fan(Silver Magic,White)1 Star",3855.08,2550.84,34,385508
386,"Pigeon Halo Rechargeable LED Reading Lamps with Flicker-Free USB Charging 3 Stage Dimming, 10 Watt,14714(White,Medium,Pack of 1)",758.47,592.37,22,75847
387,"Pigeon Gleam LED Rechargeable Emergency Lamp with 1600 mAH and 50 Hours of Backup time(Red)",1148.3,898.3,22,114830
388,"Pigeon Healthifry Digital Air Fryer,with Non-Stick 4.2 L Basket-Green + Maharaja Frisco 800ml Electric Chopper,250W + Maharaja Turbomix King Plus Hand Blender",10756.77,4949.15,54,1075677
389,"Nelkon Non-Stick Dosa Tawa 300",825.89,445.53,46,82589
390,"Nelkon Swera 2 Ltr Induction Bottom Pressure Cooker + Nelkon Swera 3 Ltr Induction Bottom Pressure Cooker(Stainless Steel)",4709.82,2320.53,51,470982
391,"Nelkon Non-Stick Dosa Tawa 255 + Nelkon NonStick Appam Maker 12 Cups Healthy Cooking",1285.71,401.78,69,128571
392,"Nelkon Swera 5 Ltr Induction Bottom Pressure Cooker + Pigeon Favourite Non-Stick Flat Tawa 280",4035.71,1857.14,54,403571
396,"Crentila Emergency Lights Rechargeable Portable Mini Torch 150 Lumens Adjustable Small LED Flashlight with 3 Zoomable Focus Modes Super Bright Torches for Hiking, Camping and Outdoor Night Travelling",507.62,219.49,57,50762
397,"JD FRESH Crystal Lamp for Bedroom, RGB Lights Lamp Home Decor, Night Lamp , Geometry Lamp, Crystal Rose Lamp, Loona Lamps for Home Decoration, Led Crystal Rose Touch Lamp(Pack of 1)",940.67,486.1,48,94067
398,"Kreshu Luxurious Elegant Design Crystal Oval Desk Lamp with Touch Control, 3 Levels Brightness Dimmable, Desk Lamps for Nightstand for Bedroom, Bedside, Living, Dining, Party Room, Hotel (1pcs)",1228.81,635.59,48,122881
399,"Stewit Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs, White, Pack of 1)",288.13,175.93,39,28813
400,"Moozmob 360 Degree Rotating Lotus Bulb for Home Decor Bedroom Birthday and Party Multicolor Disco Bulb (Pack of 1, 3Watt)",474.57,203.38,57,47457
401,"Blender Fruit 6 Blades Juicer Rechargeable Portable Electric USB Juicer Bottle Blender for Making Juice,Travel Juicer for Fruits and Vegetables,Juice Maker Machine",669.49,469.83,30,66949
404,"Stainless Steel Vacuum Flask and Flask Set, 3 Steel Cups with Flask Combo, Size-500ML, Odorless &amp; Keeps Liquid Cold/Hot",846.61,442.88,48,84661
405,"Canopy 4X4X7 with American Matty in Blue Color (Heavy Duty)",4703.38,2966.1,37,470338
406,"Study Table Lamp For study With USB Charging Cable Touch Control Flexible Head with Pen Stand Desk",846.61,,0,84661
407,"Leakage Repair Waterproof Tape for Pipe Leakage Roof Water Leakage Solution Aluminium Foil Tape Waterproof Adhesive Tape Sealing Butyl Rubber Tape for Leakage (5CM*5M (Pack Of 1))",381.35,250,34,38135
408,"Microfiber Auto Dusting Cleaning Gloves for Cars and Trucks, Perfect to Clean Mirrors and Lamps Microfiber Vehicle Washing Hand Glove Multicolor (Pack of 4), 1200 GSM",466.1,349.49,25,46610
409,"Crystal Diamond Table Lamp Color Changing, Touch Control Creative Rose LED Ambient Night Light, Modern Bedside lamp Home Candlelight Dinner Decoration (16 Colors Changing Dynamic Mode)",898.3,440.67,51,89830
411,"Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display | White |10 kg | 1 Year Warranty |",560,390,30,56000
412,"USB Bulb for Laptop, USB led Light, USB Light for Mobile Lamp/LED USB Bulb Mini LED Night Light led Portable Light Pack of 3,White (Pack of 6)",350,,0,35000
413,"Konquer TimeS KTS Automatic Wireless Water Can Dispenser Pump for 20 Litre Bottle Can, White/Black",560,350,38,56000
414,"NISHICA LED Touch Lamp Portable Bluetooth Speaker, Wireless HiFi Speaker Light, USB Rechargeable Portable",761.86,455.88,40,76186
415,"Oweg Packing Celotape(Set of 6)",450,300,33,45000
416,"Oweg Packing Celotape(Set of 12)",750,599,20,75000
417,"Pigeon 1.5 Liter Stainless Steel Hot Electric Kettle + Pigeon Croma Azure Stainless Steel Double Walled Leak Proof Thermos Flask 600 ml (Teal Blue)",1813.55,888.98,51,181355
418,"Pigeon Copper Coil Rapido Cute Induction Cooktop + Nelkon Swera 3 Liter Induction Bottom Pressure Cooker(Stainless Steel)",4890,1160.71,76,489000
419,"Pigeon Stainless Steel Inox Hydra Drinking Water Bottle Pack of 2 900 ml Bottle",883.92,266.96,70,88392
420,"Pigeon Air Fryer Oven 25L 2-in-1 Appliance (OTG + Airfryer) 1400 Watts Air Fry, Bake, Broil, Toast, Defrost (Black) Without Rotisserie",10161.01,5398.3,47,1016101
421,"Paras Royal Steel Tiffin (Set of 4)",1296.42,357.14,72,129642
422,"Paras Royal Steel Tiffin (Pack Of 1) Blue",324.1,147.32,55,32410
423,"Paras Royal Steel Tiffin (Pack Of 1) Red",324.1,147.32,55,32410
424,"Paras Royal Steel Tiffin (Pack Of 1) Green",324.1,147.32,55,32410
425,"Paras Royal Steel Tiffin (Pack Of 1) Pink",324.1,147.32,55,32410
426,"Nelkon Stylo Stainless Steel Induction Pressure Cooker Silver 5 Litre + Paras Hot Meal Casserole ",3315,1770,47,331500
427,"Pigeon Nebula 60 cm with Airflow 860 m3h Baffle Filter Chimney, Press Button Controls (Black, Silver, Large)",12364.4,6754.23,45,1236440
428,"Pigeon Meadow 90 cm with Airflow 1500 m3h with Baffle Filter Auto Clean Chimney (Feather Touch Controls, Black), Large",23305.08,16947.45,27,2330508
429,"Pigeon Hard Anodized Pressure Cooker Titan 2.5 Liter with Induction Bottom",1468.75,891.96,39,146875
430,"Pigeon Egnite 1800W Induction Cooktop(Black, Push Button)",2707.62,1185.59,56,270762
431,"Pigeon Aluminium Non Stick Tawa 250-Fry Pan 240 Gift Set (Red) - Duo Pack",1691.96,802.67,53,169196
432,"Pigeon Gas Stove Ayush 2 Burner Glass top Cooktop + Flat tawa 250mm + Fry Pan 240mm Manual (Gas Stove) - Black",5895,2399,59,589500
433,"Pigeon Casserole Royal Serving Pot 4.5 Ltr",2138.39,1169.64,45,213839
434,"Pigeon Casserole Royal Serving Pot 5.5 Ltr",2406.25,1312.5,45,240625
435,"Pigeon Casserole Royal Serving Pot 1.5 Ltr",977.67,620.53,37,97767
436,"Crompton Arno Supremus 25-L storage water heater (geyser) with advance 3 level safety (White)",10338.98,6161.01,40,1033898
437,"Crompton Rapid Jet 3-L Instant Water Heater (Geyser) with Advanced 4 level Safety (White)",3898.3,2177.96,44,389830
438,"Nelkon Nonstick Duo Pack Dosa Tawa 255 mm &amp; Mini Uttappa 200 mm Gift Set Utensils for Home &amp; Kitchen",1125,651.78,42,112500
439,"Nelkon Nonstick Duo Pack Dosa Tawa 275 &amp; Fry Pan 215 Gift Set",1236.6,687.5,44,123660
440,"Nelkon Induction Base Small Multi Kadhai 5pcs Plates",1651.78,1022.32,38,165178
441,"Crompton Insta Comfy 800 Watt Room Heater with 2 Heat Settings(Grey Blue)",3898.3,1110.16,72,389830
442,"Crompton Energion HS 1200 mm (48 inch) Energy Efficient 5 Star Rated High Speed BLDC Ceiling Fan with Remote (Opal White)",4516.94,3211.01,29,451694
443,"Pigeon 150W Wet Grinder with 2 Stones, Multicolour",3978.81,3295.76,17,397881
444,"Pigeon ORB Mixer Grinder 750 Watts Over load Protection Wet &amp; Dry Grinding with 500 ml 1000 ml and 1500 ml Jar Wet Grinding and Juicing, White",3131.35,2456.77,22,313135
445,"Pigeon Stainless Steel Idly Maker 4 Plates Compatible with Induction and Gas Stove",1334.82,1017.85,24,133482
446,"Pigeon mx7 Polycarbonate Black Pearl Mixer Grinder (750W, Multicolor)",3978.81,2932.2,26,397881
447,"Pigeon Spin Mop-LX with Big Wheels and PVC Wringer Mop Set for Wet and Dry Floor/Wall (Aqua Green, 2 Refills)",1694.06,1173.72,31,169406
448,"Crompton Insta Delight 1.8L SS Electric Kettle with Auto shut-off,1500 W (Silvery Grey)",1271.18,779.66,39,127118
449,"Crompton IHL 201 1000-Watt Immersion Water Heater with Copper Heating Element and IP 68 Protection (Blue)",777.96,478.81,38,77796
450,"Crompton IHL251 1500-Watt Immersion Rod Water Heater (Blue)",864.4,516.94,40,86440
451,"Crompton MBQ32-15 3 HP Single Phase Centrifugal Monoblock Pump",23156.77,16868.64,27,2315677
452,"Crompton 0.5HP SP Mini Crest II Water Pump (Multicolor)",4343.22,3388.13,22,434322
453,"Crompton 1HP SP Mini Crest Water Pump (Multicolor)",6524.57,4449.15,32,652457
454,"Crompton Mini Samudra II Residential Water Pump Self Priming Regenerative 0.5 HP Single Phase",4936.44,3919.49,21,493644
455,"Crompton Mini Samudra i - 1 HP - Self Priming Monoset Pump (Multicolor)",6101.69,4406.77,28,610169
456,"Crompton Sumo II Residential Water Pump Self Priming Regenerative 0.5 HP Single Phase",3813.55,3152.54,17,381355
457,"Crompton Sumo I Centrifugal Water Pump (1hp)",4936.44,4007.62,19,493644
458,"Maharaja Whiteline Montero Juicer Mixer, 550W, 3 Jars (Black Silver)",3727.96,2185.59,41,372796
459,"Maharaja Whiteline Mark 1 Classic Juice Extractor, 450 Watt, Cherry Red &amp; White, Superior Stainless Steel Mesh And Juice Cutter",2880.5,1736.44,40,288050
460,"Maharaja Whiteline Duramaxx Mixer Grinder, Majestik Collection, 1000W, 100% Copper Motor, Double ball bearing motor, 3 Jars (Black &amp; Silver)",6778.81,4449.15,34,677881
461,"Maharaja Whiteline Flare 2000-Watt Heat Convector (Grey and Black) Room Heater",3134.74,1863.55,41,313474
462,"Maharaja Whiteline 175 Watt Hand Blender, Stainless Steel Blades, Long Lasting Performance With 175W Motor, (Blue And White)",1058.47,617.79,42,105847
463,"Maharaja Whiteline Superion 14DX 1400-Watt Induction Cooktop with Pan Sensor Technology,Black",3050.84,1855.93,39,305084
464,"Maharaja Superion 18DX Induction Cooktop (Black, Push Button)",3894.06,2143.22,45,389406
465,"Maharaja 20ST Induction Cooktop (Black, Push Button)",4063.55,2540.67,37,406355
466,"Maharaja Whiteline 2 Burners Trendy Plus Gas Stove",2309.32,1694.06,27,230932
467,"Maharaja Aventus 3B Gas Cooktop, Stainless Steel",4233.05,2982.2,30,423305
468,"Maharaja Whiteline Belenus Neo Gas Cooktop-3 Burners, with High Thermal Efficient Heavy Brass Burners (Black)",5381.35,3364.4,37,538135
469,"Maharaja Whiteline Solana 3 Burner Gas Cooktop, Black",6478.81,3983.05,39,647881
470,"Pigeon Stainless Steel Therminox Stark 1000 ml Water Bottle, Silver",1012.71,440.67,56,101271
471,"Pigeon Strong Polycarbonate Chopping Cutting Board with Handle (Pink)",207.62,110.16,47,20762
472,"Pigeon Strong Polycarbonate Chopping Cutting Board with Handle 14744 Plastic Cutting Board (Pink,Pack of 2, Dishwasher Safe)",838.98,338.13,60,83898
473,"Pigeon Rapido Touch DX Induction Cooktop(Black, Touch Panel)",4233.05,2541.52,40,423305
474,"Secureye 4 Channel XVR – S-S-4C2H-4MDG",6355.93,2254.23,65,635593
475,"Secureye 8 Channel NVR: S-NVR-8",11864.4,3372.88,72,1186440
476,"Nelkon 2.6mm Nonstick Fry Pan 215",651.78,473.21,27,65178
477,"Nelkon 2.6mm Nonstick Fry Pan 235",727.67,562.5,23,72767
478,"Nelkon 2.6mm Nonstick Fry Pan 255",790.17,589.28,25,79017
479,"Nelkon 2.6mm Nonstick Fry Pan 275",870.53,638.39,27,87053
480,"Nelkon Zeon IB Deep Kadai (with Lid) 20 Cm, Triply Base, Heavy Bottom",1183.03,713.39,40,118303
481,"Nelkon Zeon IB Deep Kadai (with Lid) 24 Cm, Triply Base, Heavy Bottom",1428.57,732.14,49,142857
482,"Bajaj Plastic Dx 2 Light Weight Iron (50, Black), 600 Watts",796.61,453.38,43,79661
483,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",796.61,398.3,50,79661
484,"Bajaj Popular 750-Watt Dry Iron",788.13,592.37,25,78813
485,"Bajaj Plastic Popular Plus 750W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, White, 750 Watts",838.98,487.28,42,83898
486,"Bajaj New Popular 750 Dry Iron",864.4,651.69,25,86440
487,"Bajaj Stainless Steel Popular Light Weight 1000W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, White",855.93,478.81,44,85593
488,"Bajaj New Popular 1000 W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, (white/lavender)",881.35,567.79,36,88135
489,"Bajaj Stainless Steel Majesty Dx-11 1000 Watts Dry Iron With Advance Soleplate And Anti-Bacterial German Coating Technology, White And Blue",932.2,466.1,50,93220
490,"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory",1720.33,932.2,46,172033
491,"Bajaj DX4 NEO Dry Iron (White/Lavender) 1000 Watt",1169.49,694.91,41,116949
492,"Bajaj DX 7 NEO Dry Iron (White-Lavender) 1000 Watt",1305.08,838.98,36,130508
493,"Bajaj ABS Majesty Canvas 1000-Watt Dry Iron (Green)",1330.5,788.13,41,133050
494,"Bajaj ABS Majesty Canvas Brown 1000 Watts Dry Iron",1330.5,788.13,41,133050
495,"Bajaj ABS Majesty Canvas Pink 1000 Watts Dry Iron",1330.5,788.13,41,133050
496,"Bajaj DX 14 750W Dry Iron",872.88,719.49,18,87288
497,"Microtek Energy Saver Digital UPS Model 825 (12V) DG",5239.8,3999,24,523980
498,"Microtek Energy Saver Digital UPS Model 1025 (12V) DG",7371.8,4599,38,737180
499,"Microtek Energy Saver Digital UPS Model 1225 (12V) DG",8191.8,4999,39,819180
500,"Bajaj Canvas Metallique Blue Dry Iron 1000W, Regular",1059.32,635.59,40,105932
501,"Microtek Energy Saver Digital UPS Model 1825 (24V) DG",8847.8,6999,21,884780
502,"Bajaj Plastic Canvas Metallique Copper Dry Iron 1000W, Regular",1059.32,635.59,40,105932
503,"Bajaj Plastic Canvas Metallique Red Dry Iron 1000W, Regular",1059.32,635.59,40,105932
504,"Microtek Energy Saver Pure Sinewave UPS Model 825 (12V) SW",6633.8,4299,35,663380
505,"Microtek Energy Saver Pure Sinewave UPS Model 1025 (12V) SW",8355.8,4999,40,835580
506,"Bajaj Plastic Herculo 1100 Watts Dry Iron, Black &amp; Grey",1974.57,,0,197457
507,"Bajaj ATX 3 750-Watt Pop-up Toaster, 2-Slice Automatic Pop up Toaster, Dust Cover - Slide Out Crumb Tray, 6-Level Browning Controls, Black and Silver",1800.84,1186.44,34,180084
508,"Bajaj ATX 4 750-Watt Pop-up Toaster, 2-Slice Automatic Pop up Toaster, Dust Cover - Slide Out Crumb Tray, 6-Level Browning Controls",1906.77,1457.62,24,190677
509,"Bajaj Kettle 1.2L SS Electric Kettle (Black and Silver)",1652.54,669.49,59,165254
510,"Bajaj Plastic Steel Glory 500 Watts Mixer Grinder with 3 Jars (White)",3241.52,2538.13,22,324152
511,"Microtek Energy Saver Pure Sinewave UPS Model 1225 (12V) SW",8519.8,5499,35,851980
512,"Microtek Energy Saver Pure Sinewave UPS Model 1825 (24V) SW",9913.8,7499,24,991380
513,"Bajaj 1.5L SS Electric Kettle, 1500 watts (Black and Silver)",1737.28,872.88,50,173728
514,"Microtek Heavy Duty Pure Sinewave UPS Model 1550 (12V) SW",9503.8,7299,23,950380
515,"Bajaj 1.8L SS Electric Kettle (Black and Silver)",1822.03,864.4,53,182203
516,"Microtek Heavy Duty Pure Sinewave UPS Model 2350 (24V) SW",15325.8,8299,46,1532580
517,"Microtek Heavy Duty Advanced Digital UPS Model 1550 (12V) DG",8355.8,5999,28,835580
518,"Microtek Heavy Duty Advanced Digital UPS Model 2350 (24V) DG",13685.8,8499,38,1368580
519,"Bajaj Ninja Series NOTCH Watts 500 Mixer Grinder (3 Jars, French Blue)",3550.84,2203.38,38,355084
520,"Bajaj Elegance Ninja Series Purple 500 Mixer Grinder (3 Jars, White &amp; Purple)",3381.35,2287.28,32,338135
521,"Bajaj Military Series Duetto Watts 500 Mixer Grinder (3 Jars, White &amp; Lilac Colour)",3889.83,2372.88,39,388983
522,"Bajaj Ninja Series Carve 750 Mixer Grinder (3 Jars, White &amp; Purple)",5076.27,3127.11,38,507627
523,"Bajaj Military Series Finesse 750W Mixer Grinder 3 Stainless Steel, Midnight Black",5500,1889.83,66,550000
524,"Bajaj Ninja Virtue 750 Watts Mixer Grinder with Jar Black",5584.74,3796.61,32,558474
525,"Bajaj Ninja Virtue 750 Watt 4 Jars Mixer Grinder (20000 RPM, Overload Protection, Black)",6432.2,4194.06,35,643220
526,"Bajaj Military Series Glamore 800W Royal Blue",5923.72,3728.81,37,592372
527,"Bajaj Neo Jx4 450-Watt Juicer Mixer Grinder With 2 Jars (White/Orange), 450 Watt",3601.69,2440.67,32,360169
528,"Bajaj Jex 16 Juicer (Black), 800 Watts, Pack of 1",6906.77,4905.93,29,690677
529,"Bajaj Majesty New RCX 3 Multifunction Rice Cooker with Keep Warm Function, 1.5 Liters, 350W, White and Pink",2796.61,1889.83,32,279661
530,"Bajaj Rcx Duo 1.8 Electric Rice Cooker (Green), 1.8 Liter",3389.83,2405.93,29,338983
531,"Bajaj Majesty RCX 28 2.8 Liters 1000-Watt Rice Cooker, Stainless Steel Lid",4788.13,3067.79,36,478813
532,"Bajaj 1000Tss Oven Toaster Grill (10 liter Otg),Baking Accessories With Extra Pizza Tray,Stainless Steel Body With Transparent Glass Door,2 Year Warranty,Black&amp;Silver,800 Watts",4533.89,3347.45,26,453389
533,"Bajaj 1603T Oven Toaster Grill (Otg) With Baking &amp; Grilling Accessories, Oven For Kitchen With Transparent Glass Door, 2 Year Warranty, White, 1200 Watts, 16 liter",6059.32,2966.1,51,605932
534,"Bajaj Majesty 1603 TSS 16L Oven Toaster Griller (16 Litres OTG) Baking &amp; Grilling Accessories, Oven for Kitchen with Stainless Steel Body, 2 Year Warranty, Black &amp; Silver,1200 Watts",6398.3,4236.44,34,639830
535,"Bajaj 2000TM 20Litre Oven Toaster Griller (20L OTG) 1400W Oven For Kitchen Grilling, Baking, Toasting &amp; Rotisserie Transparent Glass Door Temperature &amp; Timer Control 2-Yr Warranty By Bajaj, Black",7194.91,4593.22,36,719491
536,"Bajaj Splendid 1200W Induction Glass Ceramic Cooktop with Pan Sensor and Voltage Pro Technology, Black",3072.03,1737.28,43,307203
